#    L    TT             EE             TE             PP             TP          
   274    0.34904E+00   -0.34678E-01    0.24127E+00    0.87527E+06    0.32169E+03
   275    0.37820E+00   -0.34870E-01    0.24190E+00    0.87018E+06    0.31867E+03
   276    0.50036E+00   -0.34849E-01    0.23027E+00    0.86514E+06    0.31568E+03
   277    0.48275E+00   -0.34591E-01    0.22926E+00    0.86015E+06    0.31273E+03
   278    0.53832E+00   -0.34149E-01    0.21717E+00    0.85521E+06    0.30982E+03
   279    0.58289E+00   -0.33573E-01    0.20206E+00    0.85032E+06    0.30694E+03
   280    0.60656E+00   -0.32841E-01    0.19935E+00    0.84548E+06    0.30409E+03
   281    0.74800E+00   -0.31854E-01    0.18738E+00    0.84069E+06    0.30127E+03
   282    0.70016E+00   -0.30888E-01    0.17418E+00    0.83596E+06    0.29849E+03
   283    0.75029E+00   -0.29696E-01    0.16033E+00    0.83128E+06    0.29574E+03
   284    0.81420E+00   -0.28329E-01    0.14644E+00    0.82666E+06    0.29303E+03
   285    0.88198E+00   -0.26765E-01    0.13312E+00    0.82209E+06    0.29034E+03
   286    0.86945E+00   -0.25130E-01    0.11352E+00    0.81759E+06    0.28769E+03
   287    0.84100E+00   -0.23399E-01    0.10312E+00    0.81314E+06    0.28506E+03
   288    0.86101E+00   -0.21551E-01    0.87651E-01    0.80875E+06    0.28247E+03
   289    0.84529E+00   -0.19636E-01    0.75142E-01    0.80442E+06    0.27991E+03
   290    0.85822E+00   -0.17779E-01    0.66194E-01    0.80015E+06    0.27737E+03
   291    0.88991E+00   -0.15217E-01    0.46550E-01    0.79595E+06    0.27487E+03
   292    0.63331E+00   -0.13038E-01    0.39095E-01    0.79181E+06    0.27239E+03
   293    0.67281E+00   -0.11592E-01    0.22144E-01    0.78773E+06    0.26995E+03
   294    0.55278E+00   -0.93704E-02    0.18583E-01    0.78372E+06    0.26753E+03
   295    0.63475E+00   -0.78354E-02    0.67261E-02    0.77977E+06    0.26514E+03
   296    0.53741E+00   -0.54786E-02    0.20301E-02    0.77590E+06    0.26278E+03
   297    0.47369E+00   -0.45053E-02    0.50950E-02    0.77209E+06    0.26044E+03
   298    0.28514E+00   -0.26641E-02    0.16641E-02    0.76835E+06    0.25813E+03
   299    0.18470E+00   -0.67475E-03   -0.23422E-03    0.76468E+06    0.25585E+03
   300    0.13901E-01    0.00000E+00    0.00000E+00    0.76109E+06    0.25359E+03
   301   -0.16273E+00    0.87705E-03    0.10259E-01    0.75756E+06    0.25136E+03
   302   -0.28014E+00    0.12775E-02    0.30463E-01    0.75410E+06    0.24916E+03
   303   -0.42170E+00    0.20163E-02    0.45537E-01    0.75071E+06    0.24698E+03
   304   -0.59647E+00    0.31656E-02    0.55267E-01    0.74738E+06    0.24482E+03
   305   -0.73928E+00    0.33118E-02    0.74293E-01    0.74411E+06    0.24269E+03
   306   -0.93348E+00    0.32699E-02    0.94968E-01    0.74088E+06    0.24058E+03
   307   -0.11139E+01    0.31120E-02    0.10965E+00    0.73771E+06    0.23850E+03
   308   -0.12895E+01    0.43959E-02    0.14041E+00    0.73458E+06    0.23644E+03
   309   -0.13953E+01    0.42224E-02    0.15731E+00    0.73150E+06    0.23440E+03
   310   -0.15888E+01    0.34063E-02    0.18242E+00    0.72845E+06    0.23239E+03
   311   -0.17305E+01    0.42485E-02    0.20067E+00    0.72543E+06    0.23040E+03
   312   -0.18296E+01    0.38496E-02    0.22671E+00    0.72245E+06    0.22843E+03
   313   -0.19693E+01    0.37674E-02    0.24545E+00    0.71948E+06    0.22649E+03
   314   -0.20846E+01    0.40740E-02    0.27154E+00    0.71654E+06    0.22456E+03
   315   -0.21844E+01    0.33559E-02    0.28990E+00    0.71362E+06    0.22266E+03
