#    L    TT             EE             TE             PP             TP          
   298    0.28402E+00   -0.26641E-02    0.16641E-02    0.70980E+06    0.23818E+03
   299    0.18359E+00   -0.67475E-03   -0.23422E-03    0.70630E+06    0.23604E+03
   300    0.12806E-01    0.00000E+00    0.00000E+00    0.70287E+06    0.23392E+03
   301   -0.16382E+00    0.87705E-03    0.10259E-01    0.69950E+06    0.23182E+03
   302   -0.28122E+00    0.12775E-02    0.30463E-01    0.69620E+06    0.22975E+03
   303   -0.42276E+00    0.20163E-02    0.45537E-01    0.69296E+06    0.22771E+03
   304   -0.59752E+00    0.31656E-02    0.55267E-01    0.68978E+06    0.22568E+03
   305   -0.74032E+00    0.33118E-02    0.74293E-01    0.68665E+06    0.22368E+03
   306   -0.93451E+00    0.32699E-02    0.94968E-01    0.68356E+06    0.22171E+03
   307   -0.11149E+01    0.31120E-02    0.10965E+00    0.68053E+06    0.21975E+03
   308   -0.12906E+01    0.43959E-02    0.14041E+00    0.67754E+06    0.21782E+03
   309   -0.13963E+01    0.42224E-02    0.15731E+00    0.67459E+06    0.21591E+03
   310   -0.15898E+01    0.34063E-02    0.18242E+00    0.67167E+06    0.21402E+03
   311   -0.17315E+01    0.42485E-02    0.20067E+00    0.66878E+06    0.21216E+03
   312   -0.18305E+01    0.38496E-02    0.22671E+00    0.66592E+06    0.21031E+03
   313   -0.19703E+01    0.37674E-02    0.24545E+00    0.66309E+06    0.20849E+03
   314   -0.20855E+01    0.40740E-02    0.27154E+00    0.66028E+06    0.20669E+03
   315   -0.21854E+01    0.33559E-02    0.28990E+00    0.65748E+06    0.20491E+03
   316   -0.22789E+01    0.31709E-02    0.30775E+00    0.65470E+06    0.20315E+03
